Kommun/Landsting;Nyckeltal;År;Visat Värde
Gällivare;Förvärvsarbetande invånare 20-24 år, andel (%);2008;76.205128
Gällivare;Förvärvsarbetande invånare 20-24 år, andel (%);2009;70.192308
Gällivare;Förvärvsarbetande invånare 20-24 år, andel (%);2010;78.136201
Gällivare;Förvärvsarbetande invånare 20-64 år, andel (%);2008;81.503434
Gällivare;Förvärvsarbetande invånare 20-64 år, andel (%);2009;79.286121
Gällivare;Förvärvsarbetande invånare 20-64 år, andel (%);2010;81.476906
Gällivare;Förvärvsarbetande invånare 25-34 år, andel (%);2008;82.550725
Gällivare;Förvärvsarbetande invånare 25-34 år, andel (%);2009;79.288215
Gällivare;Förvärvsarbetande invånare 25-34 år, andel (%);2010;81.232009
Gällivare;Förvärvsarbetande invånare 35-49 år, andel (%);2008;88.630905
Gällivare;Förvärvsarbetande invånare 35-49 år, andel (%);2009;86.507496
Gällivare;Förvärvsarbetande invånare 35-49 år, andel (%);2010;88.457143
Gällivare;Förvärvsarbetande invånare 50-59 år, andel (%);2008;83.339279
Gällivare;Förvärvsarbetande invånare 50-59 år, andel (%);2009;82.430979
Gällivare;Förvärvsarbetande invånare 50-59 år, andel (%);2010;84.097421
Gällivare;Förvärvsarbetande invånare 60-64 år, andel (%);2008;60.841189
Gällivare;Förvärvsarbetande invånare 60-64 år, andel (%);2009;61.051116
Gällivare;Förvärvsarbetande invånare 60-64 år, andel (%);2010;61.437908
Gällivare;Mediannettoinkomst, kr/inv 20+;2008;190564
Gällivare;Mediannettoinkomst, kr/inv 20+;2009;191955
Gällivare;Mediannettoinkomst, kr/inv 20+;2010;200182
Gällivare;U. Invånare 18-64 år som någon gång under året varit arbetslösa utan ersättning, andel (%);2009;3.73107426
Gällivare;U. Invånare 18-64 år som någon gång under året varit arbetslösa utan ersättning, andel (%);2010;3.8
Gällivare;U. Invånare 18-64 år som någon gång under året varit arbetslösa, andel (%);2009;13.3741889
Gällivare;U. Invånare 18-64 år som någon gång under året varit arbetslösa, andel (%);2010;12
Gällivare;Utpendlingsomfattning i kommunen, (%);2008;7.709107
Gällivare;Utpendlingsomfattning i kommunen, (%);2009;6.44137
Gällivare;Utpendlingsomfattning i kommunen, (%);2010;6.290482
Gävle;Arbetslöshet, (%);2008;5.884808
Gävle;Arbetslöshet, (%);2009;8.646299
Gävle;Arbetslöshet, (%);2010;10.906069
Gävle;Arbetslöshet, (%);2011;10.694302
Gävle;Arbetslöshet, (%);2012;11.397504
Gävle;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2008;25.177457
Gävle;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2009;25.116507
Gävle;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2010;24.919952
Gävle;Förvärvsarbetande i privat sektor, andel (%);2008;63.661356
Gävle;Förvärvsarbetande i privat sektor, andel (%);2009;63.307391
Gävle;Förvärvsarbetande i privat sektor, andel (%);2010;63.788766
Gävle;Förvärvsarbetande i övriga sektorer, andel (%);2008;3.846587
Gävle;Förvärvsarbetande i övriga sektorer, andel (%);2009;3.998509
Gävle;Förvärvsarbetande i övriga sektorer, andel (%);2010;3.837709
Gävle;Förvärvsarbetande invånare 16-19 år, andel (%);2008;17.021674
Gävle;Förvärvsarbetande invånare 16-19 år, andel (%);2009;13.82055
Gävle;Förvärvsarbetande invånare 16-19 år, andel (%);2010;15.522664
Gävle;Förvärvsarbetande invånare 20-24 år, andel (%);2008;59.15359
Gävle;Förvärvsarbetande invånare 20-24 år, andel (%);2009;52.031394
Gävle;Förvärvsarbetande invånare 20-24 år, andel (%);2010;53.657834
Gävle;Förvärvsarbetande invånare 20-64 år, andel (%);2008;76.834871
Gävle;Förvärvsarbetande invånare 20-64 år, andel (%);2009;73.8621
Gävle;Förvärvsarbetande invånare 20-64 år, andel (%);2010;74.811571
Gävle;Förvärvsarbetande invånare 25-34 år, andel (%);2008;77.436431
Gävle;Förvärvsarbetande invånare 25-34 år, andel (%);2009;72.826843
Gävle;Förvärvsarbetande invånare 25-34 år, andel (%);2010;73.344963
Gävle;Förvärvsarbetande invånare 35-49 år, andel (%);2008;84.591752
Gävle;Förvärvsarbetande invånare 35-49 år, andel (%);2009;82.700422
Gävle;Förvärvsarbetande invånare 35-49 år, andel (%);2010;84.015615
Gävle;Förvärvsarbetande invånare 50-59 år, andel (%);2008;81.300395
Gävle;Förvärvsarbetande invånare 50-59 år, andel (%);2009;79.876939
Gävle;Förvärvsarbetande invånare 50-59 år, andel (%);2010;80.64572
Gävle;Förvärvsarbetande invånare 60-64 år, andel (%);2008;62.219527
Gävle;Förvärvsarbetande invånare 60-64 år, andel (%);2009;60.415385
Gävle;Förvärvsarbetande invånare 60-64 år, andel (%);2010;61.639917
Gävle;Mediannettoinkomst, kr/inv 20+;2008;182878
Gävle;Mediannettoinkomst, kr/inv 20+;2009;186917
Gävle;Mediannettoinkomst, kr/inv 20+;2010;191022
Gävle;U. Invånare 18-64 år som någon gång under året varit arbetslösa utan ersättning, andel (%);2009;4.46866112
Gävle;U. Invånare 18-64 år som någon gång under året varit arbetslösa utan ersättning, andel (%);2010;4.4
Gävle;U. Invånare 18-64 år som någon gång under året varit arbetslösa, andel (%);2009;14.33295638
Gävle;U. Invånare 18-64 år som någon gång under året varit arbetslösa, andel (%);2010;15.2
Gävle;Utpendlingsomfattning i kommunen, (%);2008;17.723145
Gävle;Utpendlingsomfattning i kommunen, (%);2009;17.149781
Gävle;Utpendlingsomfattning i kommunen, (%);2010;17.484677
Göteborg;Arbetslöshet, (%);2008;3.919255
Göteborg;Arbetslöshet, (%);2009;6.118117
Göteborg;Arbetslöshet, (%);2010;7.973901
Göteborg;Arbetslöshet, (%);2011;6.788058
Göteborg;Arbetslöshet, (%);2012;6.77589
Göteborg;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2008;21.760769
Göteborg;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2009;22.224347
Göteborg;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2010;21.939722
Göteborg;Förvärvsarbetande i privat sektor, andel (%);2008;69.839941
Göteborg;Förvärvsarbetande i privat sektor, andel (%);2009;68.973123
Göteborg;Förvärvsarbetande i privat sektor, andel (%);2010;69.385086
Göteborg;Förvärvsarbetande i övriga sektorer, andel (%);2008;3.862582
Göteborg;Förvärvsarbetande i övriga sektorer, andel (%);2009;4.065942
Göteborg;Förvärvsarbetande i övriga sektorer, andel (%);2010;3.999062
Göteborg;Förvärvsarbetande invånare 16-19 år, andel (%);2008;18.605449
Göteborg;Förvärvsarbetande invånare 16-19 år, andel (%);2009;14.507222
Göteborg;Förvärvsarbetande invånare 16-19 år, andel (%);2010;16.691749
Göteborg;Förvärvsarbetande invånare 20-24 år, andel (%);2008;55.555556
Göteborg;Förvärvsarbetande invånare 20-24 år, andel (%);2009;47.312294
Göteborg;Förvärvsarbetande invånare 20-24 år, andel (%);2010;51.854568
Göteborg;Förvärvsarbetande invånare 20-64 år, andel (%);2008;73.258546
Göteborg;Förvärvsarbetande invånare 20-64 år, andel (%);2009;69.681171
Göteborg;Förvärvsarbetande invånare 20-64 år, andel (%);2010;71.045309
Göteborg;Förvärvsarbetande invånare 25-34 år, andel (%);2008;75.180755
Göteborg;Förvärvsarbetande invånare 25-34 år, andel (%);2009;69.76802
Göteborg;Förvärvsarbetande invånare 25-34 år, andel (%);2010;70.877721
Göteborg;Förvärvsarbetande invånare 35-49 år, andel (%);2008;80.299901
Göteborg;Förvärvsarbetande invånare 35-49 år, andel (%);2009;78.194223
Göteborg;Förvärvsarbetande invånare 35-49 år, andel (%);2010;79.066813
Göteborg;Förvärvsarbetande invånare 50-59 år, andel (%);2008;75.981516
Göteborg;Förvärvsarbetande invånare 50-59 år, andel (%);2009;74.936696
Göteborg;Förvärvsarbetande invånare 50-59 år, andel (%);2010;75.594708
Göteborg;Förvärvsarbetande invånare 60-64 år, andel (%);2008;61.334864
Göteborg;Förvärvsarbetande invånare 60-64 år, andel (%);2009;60.210845
Göteborg;Förvärvsarbetande invånare 60-64 år, andel (%);2010;60.964726
Göteborg;Mediannettoinkomst, kr/inv 20+;2008;182872
Göteborg;Mediannettoinkomst, kr/inv 20+;2009;184378
Göteborg;Mediannettoinkomst, kr/inv 20+;2010;186698
Göteborg;U. Invånare 18-64 år som någon gång under året varit arbetslösa utan ersättning, andel (%);2009;5.2454154
Göteborg;U. Invånare 18-64 år som någon gång under året varit arbetslösa, andel (%);2009;12.85981453
Göteborg;Utpendlingsomfattning i kommunen, (%);2008;18.348699
Göteborg;Utpendlingsomfattning i kommunen, (%);2009;18.758075
Göteborg;Utpendlingsomfattning i kommunen, (%);2010;19.301789
Götene;Arbetslöshet, (%);2008;2.971458
Götene;Arbetslöshet, (%);2009;5.549027
Götene;Arbetslöshet, (%);2010;7.79858
Götene;Arbetslöshet, (%);2011;6.221763
Götene;Arbetslöshet, (%);2012;5.968779
Götene;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2008;24.095268
Götene;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2009;24.031255
Götene;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2010;24.481394
Götene;Förvärvsarbetande i privat sektor, andel (%);2008;70.043303
Götene;Förvärvsarbetande i privat sektor, andel (%);2009;69.669909
Götene;Förvärvsarbetande i privat sektor, andel (%);2010;69.12114
Götene;Förvärvsarbetande i övriga sektorer, andel (%);2008;3.587999
Götene;Förvärvsarbetande i övriga sektorer, andel (%);2009;3.811194
Götene;Förvärvsarbetande i övriga sektorer, andel (%);2010;3.942993
Götene;Förvärvsarbetande invånare 16-19 år, andel (%);2008;22.481572
Götene;Förvärvsarbetande invånare 16-19 år, andel (%);2009;20.11976
Götene;Förvärvsarbetande invånare 16-19 år, andel (%);2010;23.92638
Götene;Förvärvsarbetande invånare 20-24 år, andel (%);2008;72.058824
Götene;Förvärvsarbetande invånare 20-24 år, andel (%);2009;61.87291
Götene;Förvärvsarbetande invånare 20-24 år, andel (%);2010;60.625
Götene;Förvärvsarbetande invånare 20-64 år, andel (%);2008;83.653056
Götene;Förvärvsarbetande invånare 20-64 år, andel (%);2009;80.2018
Götene;Förvärvsarbetande invånare 20-64 år, andel (%);2010;80.598034
Götene;Förvärvsarbetande invånare 25-34 år, andel (%);2008;86.379019
Götene;Förvärvsarbetande invånare 25-34 år, andel (%);2009;79.424217
Götene;Förvärvsarbetande invånare 25-34 år, andel (%);2010;80.856423
Götene;Förvärvsarbetande invånare 35-49 år, andel (%);2008;88.351321
Götene;Förvärvsarbetande invånare 35-49 år, andel (%);2009;86.360239
Götene;Förvärvsarbetande invånare 35-49 år, andel (%);2010;87.120061
Götene;Förvärvsarbetande invånare 50-59 år, andel (%);2008;85.135135
Götene;Förvärvsarbetande invånare 50-59 år, andel (%);2009;83.09628
Götene;Förvärvsarbetande invånare 50-59 år, andel (%);2010;83.58045
Götene;Förvärvsarbetande invånare 60-64 år, andel (%);2008;71.78744
Götene;Förvärvsarbetande invånare 60-64 år, andel (%);2009;70.789724
Götene;Förvärvsarbetande invånare 60-64 år, andel (%);2010;70.865385
Götene;Mediannettoinkomst, kr/inv 20+;2008;185197
Götene;Mediannettoinkomst, kr/inv 20+;2009;185594
Götene;Mediannettoinkomst, kr/inv 20+;2010;189718
Götene;U. Invånare 18-64 år som någon gång under året varit arbetslösa utan ersättning, andel (%);2009;3.07295029
Götene;U. Invånare 18-64 år som någon gång under året varit arbetslösa utan ersättning, andel (%);2010;2.9
Götene;U. Invånare 18-64 år som någon gång under året varit arbetslösa, andel (%);2009;11.8140736
Götene;U. Invånare 18-64 år som någon gång under året varit arbetslösa, andel (%);2010;11.1
Götene;Utpendlingsomfattning i kommunen, (%);2008;39.189607
Götene;Utpendlingsomfattning i kommunen, (%);2009;40.75905
Götene;Utpendlingsomfattning i kommunen, (%);2010;40.791766
Habo;Arbetslöshet, (%);2008;1.948156
Habo;Arbetslöshet, (%);2009;4.07319
Habo;Arbetslöshet, (%);2010;5.073495
Habo;Arbetslöshet, (%);2011;4.338154
Habo;Arbetslöshet, (%);2012;3.945687
Habo;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2008;25.828176
Habo;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2009;26.336303
Habo;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2010;26.382047
Habo;Förvärvsarbetande i privat sektor, andel (%);2008;67.164179
Habo;Förvärvsarbetande i privat sektor, andel (%);2009;66.481069
Habo;Förvärvsarbetande i privat sektor, andel (%);2010;66.392994
Habo;Förvärvsarbetande i övriga sektorer, andel (%);2008;3.767747
Habo;Förvärvsarbetande i övriga sektorer, andel (%);2009;3.823311
Habo;Förvärvsarbetande i övriga sektorer, andel (%);2010;3.959132
Habo;Förvärvsarbetande invånare 16-19 år, andel (%);2008;25.964392
Habo;Förvärvsarbetande invånare 16-19 år, andel (%);2009;22.036474
Habo;Förvärvsarbetande invånare 16-19 år, andel (%);2010;27.552674
Habo;Förvärvsarbetande invånare 20-24 år, andel (%);2008;74.691358
Habo;Förvärvsarbetande invånare 20-24 år, andel (%);2009;66.536204
Habo;Förvärvsarbetande invånare 20-24 år, andel (%);2010;70.736434
Habo;Förvärvsarbetande invånare 20-64 år, andel (%);2008;86.446087
Habo;Förvärvsarbetande invånare 20-64 år, andel (%);2009;84.296692
Habo;Förvärvsarbetande invånare 20-64 år, andel (%);2010;86.071069
Habo;Förvärvsarbetande invånare 25-34 år, andel (%);2008;88.360656
Habo;Förvärvsarbetande invånare 25-34 år, andel (%);2009;86.264657
Habo;Förvärvsarbetande invånare 25-34 år, andel (%);2010;87.996619
Habo;Förvärvsarbetande invånare 35-49 år, andel (%);2008;91.822222
Habo;Förvärvsarbetande invånare 35-49 år, andel (%);2009;90.060501
Habo;Förvärvsarbetande invånare 35-49 år, andel (%);2010;91.053763
Habo;Förvärvsarbetande invånare 50-59 år, andel (%);2008;87.869362
Habo;Förvärvsarbetande invånare 50-59 år, andel (%);2009;86.492891
Habo;Förvärvsarbetande invånare 50-59 år, andel (%);2010;88.272583
Habo;Förvärvsarbetande invånare 60-64 år, andel (%);2008;71.629213
Habo;Förvärvsarbetande invånare 60-64 år, andel (%);2009;70.898716
Habo;Förvärvsarbetande invånare 60-64 år, andel (%);2010;73.235294
Habo;Mediannettoinkomst, kr/inv 20+;2008;196770
Habo;Mediannettoinkomst, kr/inv 20+;2009;200306
Habo;Mediannettoinkomst, kr/inv 20+;2010;205432
Habo;U. Invånare 18-64 år som någon gång under året varit arbetslösa utan ersättning, andel (%);2009;2.67109215
Habo;U. Invånare 18-64 år som någon gång under året varit arbetslösa utan ersättning, andel (%);2010;2.2
Habo;U. Invånare 18-64 år som någon gång under året varit arbetslösa, andel (%);2009;8.80354038
Habo;U. Invånare 18-64 år som någon gång under året varit arbetslösa, andel (%);2010;8.2
Habo;Utpendlingsomfattning i kommunen, (%);2008;56.95304
Habo;Utpendlingsomfattning i kommunen, (%);2009;57.423905
Habo;Utpendlingsomfattning i kommunen, (%);2010;58.000365
Hagfors;Arbetslöshet, (%);2008;4.810575
Hagfors;Arbetslöshet, (%);2009;8.968858
Hagfors;Arbetslöshet, (%);2010;10.721302
Hagfors;Arbetslöshet, (%);2011;8.684547
Hagfors;Arbetslöshet, (%);2012;9.122553
Hagfors;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2008;31.072089
Hagfors;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2009;31.479623
Hagfors;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2010;30.717446
Hagfors;Förvärvsarbetande i privat sektor, andel (%);2008;62.32902
Hagfors;Förvärvsarbetande i privat sektor, andel (%);2009;62.256575
Hagfors;Förvärvsarbetande i privat sektor, andel (%);2010;63.646855
Hagfors;Förvärvsarbetande i övriga sektorer, andel (%);2008;4.805915
Hagfors;Förvärvsarbetande i övriga sektorer, andel (%);2009;4.657699
Hagfors;Förvärvsarbetande i övriga sektorer, andel (%);2010;4.289286
Hagfors;Förvärvsarbetande invånare 16-19 år, andel (%);2008;10.496454
Hagfors;Förvärvsarbetande invånare 16-19 år, andel (%);2009;7.803468
Hagfors;Förvärvsarbetande invånare 16-19 år, andel (%);2010;15.582451
Hagfors;Förvärvsarbetande invånare 20-24 år, andel (%);2008;55.632582
Hagfors;Förvärvsarbetande invånare 20-24 år, andel (%);2009;42.534722
Hagfors;Förvärvsarbetande invånare 20-24 år, andel (%);2010;55.427632
Hagfors;Förvärvsarbetande invånare 20-64 år, andel (%);2008;75.210328
Hagfors;Förvärvsarbetande invånare 20-64 år, andel (%);2009;70.378027
Hagfors;Förvärvsarbetande invånare 20-64 år, andel (%);2010;74.015866
Hagfors;Förvärvsarbetande invånare 25-34 år, andel (%);2008;76.846748
Hagfors;Förvärvsarbetande invånare 25-34 år, andel (%);2009;66.968326
Hagfors;Förvärvsarbetande invånare 25-34 år, andel (%);2010;70.642202
Hagfors;Förvärvsarbetande invånare 35-49 år, andel (%);2008;82
Hagfors;Förvärvsarbetande invånare 35-49 år, andel (%);2009;78.65353
Hagfors;Förvärvsarbetande invånare 35-49 år, andel (%);2010;81.545064
Hagfors;Förvärvsarbetande invånare 50-59 år, andel (%);2008;79.396186
Hagfors;Förvärvsarbetande invånare 50-59 år, andel (%);2009;76.780021
Hagfors;Förvärvsarbetande invånare 50-59 år, andel (%);2010;79.087049
Hagfors;Förvärvsarbetande invånare 60-64 år, andel (%);2008;60.469667
Hagfors;Förvärvsarbetande invånare 60-64 år, andel (%);2009;57.142857
Hagfors;Förvärvsarbetande invånare 60-64 år, andel (%);2010;60.992908
Hagfors;Mediannettoinkomst, kr/inv 20+;2008;162070
Hagfors;Mediannettoinkomst, kr/inv 20+;2009;160731
Hagfors;Mediannettoinkomst, kr/inv 20+;2010;164942
Hagfors;U. Invånare 18-64 år som någon gång under året varit arbetslösa utan ersättning, andel (%);2009;3.55037889
Hagfors;U. Invånare 18-64 år som någon gång under året varit arbetslösa utan ersättning, andel (%);2010;3.2
Hagfors;U. Invånare 18-64 år som någon gång under året varit arbetslösa, andel (%);2009;15.61886051
Hagfors;U. Invånare 18-64 år som någon gång under året varit arbetslösa, andel (%);2010;14.1
Hagfors;Utpendlingsomfattning i kommunen, (%);2008;17.4122
Hagfors;Utpendlingsomfattning i kommunen, (%);2009;18.409958
Hagfors;Utpendlingsomfattning i kommunen, (%);2010;18.291979
Hallsberg;Arbetslöshet, (%);2008;4.878585
Hallsberg;Arbetslöshet, (%);2009;7.417613
Hallsberg;Arbetslöshet, (%);2010;9.697037
Hallsberg;Arbetslöshet, (%);2011;7.683766
Hallsberg;Arbetslöshet, (%);2012;8.195807
Hallsberg;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2008;25.266704
Hallsberg;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2009;26.143791
Hallsberg;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2010;25.729714
Hallsberg;Förvärvsarbetande i privat sektor, andel (%);2008;67.630545
Hallsberg;Förvärvsarbetande i privat sektor, andel (%);2009;66.44385
Hallsberg;Förvärvsarbetande i privat sektor, andel (%);2010;67.644483
Hallsberg;Förvärvsarbetande i övriga sektorer, andel (%);2008;2.568782
Hallsberg;Förvärvsarbetande i övriga sektorer, andel (%);2009;2.777778
Hallsberg;Förvärvsarbetande i övriga sektorer, andel (%);2010;2.568593
Hallsberg;Förvärvsarbetande invånare 16-19 år, andel (%);2008;17.475728
Hallsberg;Förvärvsarbetande invånare 16-19 år, andel (%);2009;13.995726
Hallsberg;Förvärvsarbetande invånare 16-19 år, andel (%);2010;16.287016
Hallsberg;Förvärvsarbetande invånare 20-24 år, andel (%);2008;62.352941
Hallsberg;Förvärvsarbetande invånare 20-24 år, andel (%);2009;47.931873
Hallsberg;Förvärvsarbetande invånare 20-24 år, andel (%);2010;53.793103
Hallsberg;Förvärvsarbetande invånare 20-64 år, andel (%);2008;78.687573
Hallsberg;Förvärvsarbetande invånare 20-64 år, andel (%);2009;74.713852
Hallsberg;Förvärvsarbetande invånare 20-64 år, andel (%);2010;75.77422
Hallsberg;Förvärvsarbetande invånare 25-34 år, andel (%);2008;80.591879
Hallsberg;Förvärvsarbetande invånare 25-34 år, andel (%);2009;74.896552
Hallsberg;Förvärvsarbetande invånare 25-34 år, andel (%);2010;75.584594
Hallsberg;Förvärvsarbetande invånare 35-49 år, andel (%);2008;85.630307
Hallsberg;Förvärvsarbetande invånare 35-49 år, andel (%);2009;83.172597
Hallsberg;Förvärvsarbetande invånare 35-49 år, andel (%);2010;83.906147
Hallsberg;Förvärvsarbetande invånare 50-59 år, andel (%);2008;80.71161
Hallsberg;Förvärvsarbetande invånare 50-59 år, andel (%);2009;79.418771
Hallsberg;Förvärvsarbetande invånare 50-59 år, andel (%);2010;79.720977
Hallsberg;Förvärvsarbetande invånare 60-64 år, andel (%);2008;65.410385
Hallsberg;Förvärvsarbetande invånare 60-64 år, andel (%);2009;63.260135
Hallsberg;Förvärvsarbetande invånare 60-64 år, andel (%);2010;64.833333
Hallsberg;Mediannettoinkomst, kr/inv 20+;2008;176400
Hallsberg;Mediannettoinkomst, kr/inv 20+;2009;177260
Hallsberg;Mediannettoinkomst, kr/inv 20+;2010;179117
Hallsberg;U. Invånare 18-64 år som någon gång under året varit arbetslösa utan ersättning, andel (%);2009;3.52720035
Hallsberg;U. Invånare 18-64 år som någon gång under året varit arbetslösa utan ersättning, andel (%);2010;4.2
Hallsberg;U. Invånare 18-64 år som någon gång under året varit arbetslösa, andel (%);2009;13.81026095
Hallsberg;U. Invånare 18-64 år som någon gång under året varit arbetslösa, andel (%);2010;14.1
Hallsberg;Utpendlingsomfattning i kommunen, (%);2008;43.192027
Hallsberg;Utpendlingsomfattning i kommunen, (%);2009;44.756387
Hallsberg;Utpendlingsomfattning i kommunen, (%);2010;45.563339
Hallstahammar;Arbetslöshet, (%);2008;3.992657
Hallstahammar;Arbetslöshet, (%);2009;7.040312
Hallstahammar;Arbetslöshet, (%);2010;10.194508
Hallstahammar;Arbetslöshet, (%);2011;7.784976
Hallstahammar;Arbetslöshet, (%);2012;8.822192
Hallstahammar;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2008;25.168036
Hallstahammar;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2009;25.855573
Hallstahammar;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2010;25.392187
Hallstahammar;Förvärvsarbetande i privat sektor, andel (%);2008;69.006721
Hallstahammar;Förvärvsarbetande i privat sektor, andel (%);2009;68.163265
Hallstahammar;Förvärvsarbetande i privat sektor, andel (%);2010;69.424792
Hallstahammar;Förvärvsarbetande i övriga sektorer, andel (%);2008;3.420463
Hallstahammar;Förvärvsarbetande i övriga sektorer, andel (%);2009;3.500785
Hallstahammar;Förvärvsarbetande i övriga sektorer, andel (%);2010;2.891418
Hallstahammar;Förvärvsarbetande invånare 16-19 år, andel (%);2008;13.796791
Hallstahammar;Förvärvsarbetande invånare 16-19 år, andel (%);2009;13.885899
Hallstahammar;Förvärvsarbetande invånare 16-19 år, andel (%);2010;16.013438
Hallstahammar;Förvärvsarbetande invånare 20-24 år, andel (%);2008;60.969388
Hallstahammar;Förvärvsarbetande invånare 20-24 år, andel (%);2009;50.728155
Hallstahammar;Förvärvsarbetande invånare 20-24 år, andel (%);2010;53.846154
Hallstahammar;Förvärvsarbetande invånare 20-64 år, andel (%);2008;77.255139
Hallstahammar;Förvärvsarbetande invånare 20-64 år, andel (%);2009;73.082035
Hallstahammar;Förvärvsarbetande invånare 20-64 år, andel (%);2010;74.245884
Hallstahammar;Förvärvsarbetande invånare 25-34 år, andel (%);2008;77.967359
Hallstahammar;Förvärvsarbetande invånare 25-34 år, andel (%);2009;72.329377
Hallstahammar;Förvärvsarbetande invånare 25-34 år, andel (%);2010;72.53886
Hallstahammar;Förvärvsarbetande invånare 35-49 år, andel (%);2008;84.255319
Hallstahammar;Förvärvsarbetande invånare 35-49 år, andel (%);2009;81.619111
Hallstahammar;Förvärvsarbetande invånare 35-49 år, andel (%);2010;82.893869
Hallstahammar;Förvärvsarbetande invånare 50-59 år, andel (%);2008;80.294272
Hallstahammar;Förvärvsarbetande invånare 50-59 år, andel (%);2009;78.021978
Hallstahammar;Förvärvsarbetande invånare 50-59 år, andel (%);2010;78.846154
Hallstahammar;Förvärvsarbetande invånare 60-64 år, andel (%);2008;64.237288
Hallstahammar;Förvärvsarbetande invånare 60-64 år, andel (%);2009;59.745763
Hallstahammar;Förvärvsarbetande invånare 60-64 år, andel (%);2010;61.005199
Hallstahammar;Mediannettoinkomst, kr/inv 20+;2008;177357
Hallstahammar;Mediannettoinkomst, kr/inv 20+;2009;177428
Hallstahammar;Mediannettoinkomst, kr/inv 20+;2010;179575
Hallstahammar;U. Invånare 18-64 år som någon gång under året varit arbetslösa utan ersättning, andel (%);2009;4.31350114
Hallstahammar;U. Invånare 18-64 år som någon gång under året varit arbetslösa utan ersättning, andel (%);2010;4.4
Hallstahammar;U. Invånare 18-64 år som någon gång under året varit arbetslösa, andel (%);2009;14.29061785
Hallstahammar;U. Invånare 18-64 år som någon gång under året varit arbetslösa, andel (%);2010;14.2
Hallstahammar;Utpendlingsomfattning i kommunen, (%);2008;42.763256
Hallstahammar;Utpendlingsomfattning i kommunen, (%);2009;44.191523
Hallstahammar;Utpendlingsomfattning i kommunen, (%);2010;45.386035
Halmstad;Arbetslöshet, (%);2008;3.79763
Halmstad;Arbetslöshet, (%);2009;5.835462
Halmstad;Arbetslöshet, (%);2010;7.307092
Halmstad;Arbetslöshet, (%);2011;6.851663
Halmstad;Arbetslöshet, (%);2012;7.006665
Halmstad;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2008;27.895682
Halmstad;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2009;27.838566
Halmstad;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2010;27.728955
Halmstad;Förvärvsarbetande i privat sektor, andel (%);2008;62.630052
Halmstad;Förvärvsarbetande i privat sektor, andel (%);2009;62.456793
Halmstad;Förvärvsarbetande i privat sektor, andel (%);2010;63.080481
Halmstad;Förvärvsarbetande i övriga sektorer, andel (%);2008;3.606942
Halmstad;Förvärvsarbetande i övriga sektorer, andel (%);2009;3.685428
Halmstad;Förvärvsarbetande i övriga sektorer, andel (%);2010;3.401943
Halmstad;Förvärvsarbetande invånare 16-19 år, andel (%);2008;20.563549
Halmstad;Förvärvsarbetande invånare 16-19 år, andel (%);2009;16.861966
Halmstad;Förvärvsarbetande invånare 16-19 år, andel (%);2010;19.545089
Halmstad;Förvärvsarbetande invånare 20-24 år, andel (%);2008;58.970917
Halmstad;Förvärvsarbetande invånare 20-24 år, andel (%);2009;49.285405
Halmstad;Förvärvsarbetande invånare 20-24 år, andel (%);2010;54.46304
Halmstad;Förvärvsarbetande invånare 20-64 år, andel (%);2008;78.478393
Halmstad;Förvärvsarbetande invånare 20-64 år, andel (%);2009;74.923726
Halmstad;Förvärvsarbetande invånare 20-64 år, andel (%);2010;76.58985
Halmstad;Förvärvsarbetande invånare 25-34 år, andel (%);2008;80.092972
Halmstad;Förvärvsarbetande invånare 25-34 år, andel (%);2009;74.435686
Halmstad;Förvärvsarbetande invånare 25-34 år, andel (%);2010;76.132126
Halmstad;Förvärvsarbetande invånare 35-49 år, andel (%);2008;86.917985
Halmstad;Förvärvsarbetande invånare 35-49 år, andel (%);2009;85.216809
Halmstad;Förvärvsarbetande invånare 35-49 år, andel (%);2010;86.160516
Halmstad;Förvärvsarbetande invånare 50-59 år, andel (%);2008;81.723214
Halmstad;Förvärvsarbetande invånare 50-59 år, andel (%);2009;80.199264
Halmstad;Förvärvsarbetande invånare 50-59 år, andel (%);2010;81.306977
