Kommun/Landsting;Nyckeltal;År;Visat Värde
Järfälla;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2002;83.333333
Järfälla;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2003;97.058824
Järfälla;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2004;93.661972
Järfälla;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2005;94.202899
Järfälla;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2006;92.982456
Järfälla;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2007;94.642857
Järfälla;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2008;94.318182
Järfälla;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2009;98.224852
Järfälla;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2010;93.820225
Järfälla;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2011;96.195652
Järfälla;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2012;97.60479
Järfälla;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);1998;87.656033
Järfälla;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);1999;90.544413
Järfälla;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2000;86.166008
Järfälla;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2001;89.346591
Järfälla;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2002;90.728477
Järfälla;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2003;91.086351
Järfälla;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2004;89.875389
Järfälla;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2005;90.401146
Järfälla;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2006;90.945406
Järfälla;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2007;88.267394
Järfälla;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2008;88.358209
Järfälla;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2009;89.321789
Järfälla;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2010;88.175182
Järfälla;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2011;83.440514
Järfälla;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2012;90.737564
Järfälla;Kostnad individ- och familjeomsorg, kr/inv;1996;3979
Järfälla;Kostnad individ- och familjeomsorg, kr/inv;1997;3840
Järfälla;Kostnad individ- och familjeomsorg, kr/inv;1998;3558.999983
Järfälla;Kostnad individ- och familjeomsorg, kr/inv;1999;3185.000332
Järfälla;Kostnad individ- och familjeomsorg, kr/inv;2000;3025.999239
Järfälla;Kostnad individ- och familjeomsorg, kr/inv;2001;3008.00072
Järfälla;Kostnad individ- och familjeomsorg, kr/inv;2002;2851.000163
Järfälla;Kostnad individ- och familjeomsorg, kr/inv;2003;2824.000781
Järfälla;Kostnad individ- och familjeomsorg, kr/inv;2004;2887.99948
Järfälla;Kostnad individ- och familjeomsorg, kr/inv;2005;2939.999676
Järfälla;Kostnad individ- och familjeomsorg, kr/inv;2006;2873.000545
Järfälla;Kostnad individ- och familjeomsorg, kr/inv;2007;2783
Järfälla;Kostnad individ- och familjeomsorg, kr/inv;2008;3000
Järfälla;Kostnad individ- och familjeomsorg, kr/inv;2009;3408
Järfälla;Kostnad individ- och familjeomsorg, kr/inv;2010;3725.997191
Järfälla;Kostnad individ- och familjeomsorg, kr/inv;2011;4074
Järfälla;U. Aktuella familjer/ärenden med barn under 18 och stödinsats, andel (%);2011;0
Järfälla;U. Utredningstid i antal dagar från påbörjad utredning till avslutad utredning för vuxna med missbruksproblem 21+ år, medelvärde;2011;20
Järfälla;U. Utredningstid i antal dagar från påbörjad utredning till avslutad utredning för vuxna med missbruksproblem 21+ år, medelvärde;2012;76
Lidingö;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);1999;66.666667
Lidingö;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2000;91.304348
Lidingö;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2001;97.142857
Lidingö;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2002;100
Lidingö;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2003;100
Lidingö;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2004;100
Lidingö;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2005;100
Lidingö;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2006;100
Lidingö;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2007;100
Lidingö;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2008;100
Lidingö;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2009;100
Lidingö;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2010;100
Lidingö;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2011;100
Lidingö;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2012;90.697674
Lidingö;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);1998;93.796526
Lidingö;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);1999;92.761394
Lidingö;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2000;94.476744
Lidingö;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2001;94.933333
Lidingö;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2002;95.755968
Lidingö;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2003;95.663265
Lidingö;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2004;98.383372
Lidingö;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2005;97.228637
Lidingö;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2006;98.426966
Lidingö;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2007;96
Lidingö;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2008;95.824635
Lidingö;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2009;97.429907
Lidingö;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2010;96.724891
Lidingö;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2011;94.360087
Lidingö;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2012;94.444444
Lidingö;Kostnad individ- och familjeomsorg, kr/inv;1996;905
Lidingö;Kostnad individ- och familjeomsorg, kr/inv;1997;959
Lidingö;Kostnad individ- och familjeomsorg, kr/inv;1998;970
Lidingö;Kostnad individ- och familjeomsorg, kr/inv;1999;1076
Lidingö;Kostnad individ- och familjeomsorg, kr/inv;2000;1059.000099
Lidingö;Kostnad individ- och familjeomsorg, kr/inv;2001;974.999878
Lidingö;Kostnad individ- och familjeomsorg, kr/inv;2002;1030.999951
Lidingö;Kostnad individ- och familjeomsorg, kr/inv;2003;1042.999951
Lidingö;Kostnad individ- och familjeomsorg, kr/inv;2004;1224.000048
Lidingö;Kostnad individ- och familjeomsorg, kr/inv;2005;1170.999952
Lidingö;Kostnad individ- och familjeomsorg, kr/inv;2006;1190
Lidingö;Kostnad individ- och familjeomsorg, kr/inv;2007;1101
Lidingö;Kostnad individ- och familjeomsorg, kr/inv;2008;1307
Lidingö;Kostnad individ- och familjeomsorg, kr/inv;2009;1485
Lidingö;Kostnad individ- och familjeomsorg, kr/inv;2010;1482.995206
Lidingö;Kostnad individ- och familjeomsorg, kr/inv;2011;1492
Lidingö;U. Aktuella familjer/ärenden med barn under 18 och stödinsats, andel (%);2011;50
Nacka;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2000;100
Nacka;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2001;100
Nacka;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2002;100
Nacka;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2003;95.535714
Nacka;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2004;96.273292
Nacka;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2005;96.478873
Nacka;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2006;95.260664
Nacka;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2007;91.875
Nacka;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2008;93.442623
Nacka;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2009;96.363636
Nacka;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2010;97.044335
Nacka;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2011;96.956522
Nacka;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2012;95.904437
Nacka;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);1998;93.7046
Nacka;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);1999;93.540373
Nacka;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2000;91.666667
Nacka;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2001;94.132029
Nacka;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2002;93.975904
Nacka;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2003;95.95843
Nacka;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2004;92.376682
Nacka;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2005;94.532803
Nacka;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2006;95.841393
Nacka;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2007;95.764273
Nacka;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2008;94.89603
Nacka;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2009;95.866142
Nacka;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2010;93.952033
Nacka;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2011;93.730408
Nacka;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2012;95.261239
Nacka;Kostnad individ- och familjeomsorg, kr/inv;1996;2804
Nacka;Kostnad individ- och familjeomsorg, kr/inv;1997;2594
Nacka;Kostnad individ- och familjeomsorg, kr/inv;1998;2500
Nacka;Kostnad individ- och familjeomsorg, kr/inv;1999;2286.999838
Nacka;Kostnad individ- och familjeomsorg, kr/inv;2000;3100
Nacka;Kostnad individ- och familjeomsorg, kr/inv;2001;3061.999445
Nacka;Kostnad individ- och familjeomsorg, kr/inv;2002;3058.000104
Nacka;Kostnad individ- och familjeomsorg, kr/inv;2003;3164.000258
Nacka;Kostnad individ- och familjeomsorg, kr/inv;2004;3254.999682
Nacka;Kostnad individ- och familjeomsorg, kr/inv;2005;3178.999838
Nacka;Kostnad individ- och familjeomsorg, kr/inv;2006;3309.000133
Nacka;Kostnad individ- och familjeomsorg, kr/inv;2007;2947
Nacka;Kostnad individ- och familjeomsorg, kr/inv;2008;2888
Nacka;Kostnad individ- och familjeomsorg, kr/inv;2009;2768
Nacka;Kostnad individ- och familjeomsorg, kr/inv;2010;2904.004084
Nacka;Kostnad individ- och familjeomsorg, kr/inv;2011;3005
Nacka;U. Aktuella familjer/ärenden med barn under 18 och stödinsats, andel (%);2011;27.3
Norrtälje;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);1998;92.307692
Norrtälje;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);1999;100
Norrtälje;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2000;100
Norrtälje;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2001;94.736842
Norrtälje;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2002;95.16129
Norrtälje;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2003;93.150685
Norrtälje;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2004;91.780822
Norrtälje;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2005;88.235294
Norrtälje;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2006;87.878788
Norrtälje;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2007;91.056911
Norrtälje;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2008;90.769231
Norrtälje;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2009;89.655172
Norrtälje;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2010;90.654206
Norrtälje;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2011;98.591549
Norrtälje;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2012;91.666667
Norrtälje;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);1998;88.5918
Norrtälje;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);1999;87.978142
Norrtälje;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2000;86.05852
Norrtälje;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2001;89.005236
Norrtälje;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2002;87.171053
Norrtälje;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2003;87.171053
Norrtälje;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2004;87.179487
Norrtälje;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2005;86.042945
Norrtälje;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2006;86.357435
Norrtälje;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2007;85.042735
Norrtälje;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2008;84.929577
Norrtälje;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2009;86.858006
Norrtälje;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2010;86.531987
Norrtälje;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2011;87.716263
Norrtälje;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2012;84.931507
Norrtälje;Kostnad individ- och familjeomsorg, kr/inv;1996;1379
Norrtälje;Kostnad individ- och familjeomsorg, kr/inv;1997;1425
Norrtälje;Kostnad individ- och familjeomsorg, kr/inv;1998;1455.999961
Norrtälje;Kostnad individ- och familjeomsorg, kr/inv;1999;1412.000077
Norrtälje;Kostnad individ- och familjeomsorg, kr/inv;2000;1438.000038
Norrtälje;Kostnad individ- och familjeomsorg, kr/inv;2001;1353.000038
Norrtälje;Kostnad individ- och familjeomsorg, kr/inv;2002;1510.999963
Norrtälje;Kostnad individ- och familjeomsorg, kr/inv;2003;1581.999963
Norrtälje;Kostnad individ- och familjeomsorg, kr/inv;2004;1845.000552
Norrtälje;Kostnad individ- och familjeomsorg, kr/inv;2005;1804.00011
Norrtälje;Kostnad individ- och familjeomsorg, kr/inv;2006;1832.000875
Norrtälje;Kostnad individ- och familjeomsorg, kr/inv;2007;1975
Norrtälje;Kostnad individ- och familjeomsorg, kr/inv;2008;2134
Norrtälje;Kostnad individ- och familjeomsorg, kr/inv;2009;2359
Norrtälje;Kostnad individ- och familjeomsorg, kr/inv;2010;2557.007846
Norrtälje;Kostnad individ- och familjeomsorg, kr/inv;2011;2472
Norrtälje;U. Aktuella familjer/ärenden med barn under 18 och stödinsats, andel (%);2011;0
Nykvarn;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);1999;98.019802
Nykvarn;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2000;93.069307
Nykvarn;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2001;89.189189
Nykvarn;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2002;93.283582
Nykvarn;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2003;89.908257
Nykvarn;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2004;98.484848
Nykvarn;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2005;92.086331
Nykvarn;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2006;95.783133
Nykvarn;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2007;94.520548
Nykvarn;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2008;95.302013
Nykvarn;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2009;97.887324
Nykvarn;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2010;96.202532
Nykvarn;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2011;97.385621
Nykvarn;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2012;96.638655
Nykvarn;Kostnad individ- och familjeomsorg, kr/inv;1999;677
Nykvarn;Kostnad individ- och familjeomsorg, kr/inv;2000;1018
Nykvarn;Kostnad individ- och familjeomsorg, kr/inv;2001;1270
Nykvarn;Kostnad individ- och familjeomsorg, kr/inv;2002;912
Nykvarn;Kostnad individ- och familjeomsorg, kr/inv;2003;1111
Nykvarn;Kostnad individ- och familjeomsorg, kr/inv;2004;1222.00048
Nykvarn;Kostnad individ- och familjeomsorg, kr/inv;2005;1252.999761
Nykvarn;Kostnad individ- och familjeomsorg, kr/inv;2006;1464.000465
Nykvarn;Kostnad individ- och familjeomsorg, kr/inv;2007;2191
Nykvarn;Kostnad individ- och familjeomsorg, kr/inv;2008;2578
Nykvarn;Kostnad individ- och familjeomsorg, kr/inv;2009;2558
Nykvarn;Kostnad individ- och familjeomsorg, kr/inv;2010;2794.019934
Nykvarn;Kostnad individ- och familjeomsorg, kr/inv;2011;3062
Nykvarn;U. Aktuella familjer/ärenden med barn under 18 och stödinsats, andel (%);2011;100
Nynäshamn;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);1998;91.860465
Nynäshamn;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);1999;86.4
Nynäshamn;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2000;89.247312
Nynäshamn;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2001;88.380282
Nynäshamn;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2002;88.6121
Nynäshamn;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2003;91.836735
Nynäshamn;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2004;90.598291
Nynäshamn;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2005;91.152815
Nynäshamn;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2006;91.603053
Nynäshamn;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2007;88.601036
Nynäshamn;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2008;91.687657
Nynäshamn;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2009;88.323353
Nynäshamn;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2010;89.204545
Nynäshamn;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2011;85.304659
Nynäshamn;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2012;87.741935
Nynäshamn;Kostnad individ- och familjeomsorg, kr/inv;1996;2321
Nynäshamn;Kostnad individ- och familjeomsorg, kr/inv;1997;2375
Nynäshamn;Kostnad individ- och familjeomsorg, kr/inv;1998;2609.000043
Nynäshamn;Kostnad individ- och familjeomsorg, kr/inv;1999;2635
Nynäshamn;Kostnad individ- och familjeomsorg, kr/inv;2000;2548
Nynäshamn;Kostnad individ- och familjeomsorg, kr/inv;2001;2667.000247
Nynäshamn;Kostnad individ- och familjeomsorg, kr/inv;2002;2758.999918
Nynäshamn;Kostnad individ- och familjeomsorg, kr/inv;2003;2674.000081
Nynäshamn;Kostnad individ- och familjeomsorg, kr/inv;2004;3088
Nynäshamn;Kostnad individ- och familjeomsorg, kr/inv;2005;3500
Nynäshamn;Kostnad individ- och familjeomsorg, kr/inv;2006;3595.99992
Nynäshamn;Kostnad individ- och familjeomsorg, kr/inv;2007;3568
Nynäshamn;Kostnad individ- och familjeomsorg, kr/inv;2008;3486
Nynäshamn;Kostnad individ- och familjeomsorg, kr/inv;2009;4116
Nynäshamn;Kostnad individ- och familjeomsorg, kr/inv;2010;4156.999078
Nynäshamn;Kostnad individ- och familjeomsorg, kr/inv;2011;4275
Salem;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2003;92.307692
Salem;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2004;93.75
Salem;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2005;86.363636
Salem;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2006;93.023256
Salem;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2007;89.473684
Salem;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2008;90.909091
Salem;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2009;100
Salem;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2010;100
Salem;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2011;96
Salem;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);2012;96.153846
Salem;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);1998;93.661972
Salem;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);1999;90.066225
Salem;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2000;86.231884
Salem;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2001;87.730061
Salem;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2002;90.697674
Salem;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2003;82.467532
Salem;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2004;81.50289
Salem;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2005;86.458333
Salem;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2006;90.27027
Salem;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2007;88.888889
Salem;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2008;90.212766
Salem;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2009;86.320755
Salem;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2010;87.179487
Salem;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2011;90.640394
Salem;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%);2012;85.350318
Salem;Kostnad individ- och familjeomsorg, kr/inv;1996;2059
Salem;Kostnad individ- och familjeomsorg, kr/inv;1997;1897
Salem;Kostnad individ- och familjeomsorg, kr/inv;1998;2063.999696
Salem;Kostnad individ- och familjeomsorg, kr/inv;1999;1807.000148
Salem;Kostnad individ- och familjeomsorg, kr/inv;2000;1868.000145
Salem;Kostnad individ- och familjeomsorg, kr/inv;2001;1924.000289
Salem;Kostnad individ- och familjeomsorg, kr/inv;2002;1914
Salem;Kostnad individ- och familjeomsorg, kr/inv;2003;2041.000213
Salem;Kostnad individ- och familjeomsorg, kr/inv;2004;2371.999717
Salem;Kostnad individ- och familjeomsorg, kr/inv;2005;2395
Salem;Kostnad individ- och familjeomsorg, kr/inv;2006;2096
Salem;Kostnad individ- och familjeomsorg, kr/inv;2007;2869
Salem;Kostnad individ- och familjeomsorg, kr/inv;2008;2843
Salem;Kostnad individ- och familjeomsorg, kr/inv;2009;2454
Salem;Kostnad individ- och familjeomsorg, kr/inv;2010;2782.990059
Salem;Kostnad individ- och familjeomsorg, kr/inv;2011;3160
Salem;U. Aktuella familjer/ärenden med barn under 18 och stödinsats, andel (%);2011;100
Salem;U. Utredningstid i antal dagar från påbörjad utredning till avslutad utredning för vuxna med missbruksproblem 21+ år, medelvärde;2012;88
Sigtuna;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);1998;84.745763
Sigtuna;Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%);1999;100
