Kommun;Nyckeltal;År;Visat_Värde
Gnosjö;Kostnad ekonomiskt bistånd, kr/inv;2002;287.36621
Gnosjö;Kostnad ekonomiskt bistånd, kr/inv;2003;591.431191
Gnosjö;Kostnad ekonomiskt bistånd, kr/inv;2004;576.492457
Gnosjö;Kostnad ekonomiskt bistånd, kr/inv;2005;637.262586
Gnosjö;Kostnad ekonomiskt bistånd, kr/inv;2006;694.207126
Gnosjö;Kostnad ekonomiskt bistånd, kr/inv;2007;455.317386
Gnosjö;Kostnad ekonomiskt bistånd, kr/inv;2008;541.934148
Gnosjö;Kostnad ekonomiskt bistånd, kr/inv;2009;1001.99245
Gnosjö;Kostnad ekonomiskt bistånd, kr/inv;2010;1166.876179
Gnosjö;Kostnad ekonomiskt bistånd, kr/inv;2011;1222.234043
Gnosjö;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2000;1025
Gnosjö;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2001;388
Gnosjö;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2002;336
Gnosjö;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2003;694
Gnosjö;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2004;679
Gnosjö;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2005;754
Gnosjö;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2006;822.897369
Gnosjö;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2007;540.437561
Gnosjö;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2008;645.296511
Gnosjö;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2009;1199.623352
Gnosjö;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2010;1406.084322
Gnosjö;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2011;1485.134436
Gnosjö;Nettokostnad äldreomsorg, kr/inv;2000;5320.286284
Gnosjö;Nettokostnad äldreomsorg, kr/inv;2001;6119
Gnosjö;Nettokostnad äldreomsorg, kr/inv;2002;6062
Gnosjö;Nettokostnad äldreomsorg, kr/inv;2003;6634
Gnosjö;Nettokostnad äldreomsorg, kr/inv;2004;6655.88
Gnosjö;Nettokostnad äldreomsorg, kr/inv;2005;6574.8
Gnosjö;Nettokostnad äldreomsorg, kr/inv;2006;7203.48
Gnosjö;Nettokostnad äldreomsorg, kr/inv;2007;7862.586725
Gnosjö;Nettokostnad äldreomsorg, kr/inv;2008;7780.492856
Gnosjö;Nettokostnad äldreomsorg, kr/inv;2009;7669.358221
Gnosjö;Nettokostnad äldreomsorg, kr/inv;2010;8018.541798
Gnosjö;Nettokostnad äldreomsorg, kr/inv;2011;8425.212766
Gnosjö;U. Invånare 18-64 år med låg inkomst, andel (%);2009;18.78881988
Gnosjö;U. Invånare 18-64 år med låg inkomst, andel (%);2010;18.6
Gotland;Arbetslöshet, (%);2000;7.468113
Gotland;Arbetslöshet, (%);2001;5.759531
Gotland;Arbetslöshet, (%);2002;6.199359
Gotland;Arbetslöshet, (%);2003;6.675587
Gotland;Arbetslöshet, (%);2004;7.19882
Gotland;Arbetslöshet, (%);2005;8.254771
Gotland;Arbetslöshet, (%);2006;7.962691
Gotland;Arbetslöshet, (%);2007;5.877269
Gotland;Arbetslöshet, (%);2008;4.684294
Gotland;Arbetslöshet, (%);2009;6.482715
Gotland;Arbetslöshet, (%);2010;7.150496
Gotland;Arbetslöshet, (%);2011;7.597291
Gotland;Arbetslöshet, (%);2012;7.919867
Gotland;Invånare 0-64 år, andel (%);2000;82.168094
Gotland;Invånare 0-64 år, andel (%);2001;82.151815
Gotland;Invånare 0-64 år, andel (%);2002;82.075948
Gotland;Invånare 0-64 år, andel (%);2003;81.983141
Gotland;Invånare 0-64 år, andel (%);2004;81.751964
Gotland;Invånare 0-64 år, andel (%);2005;81.413512
Gotland;Invånare 0-64 år, andel (%);2006;81.107213
Gotland;Invånare 0-64 år, andel (%);2007;80.534645
Gotland;Invånare 0-64 år, andel (%);2008;79.882114
Gotland;Invånare 0-64 år, andel (%);2009;79.379948
Gotland;Invånare 0-64 år, andel (%);2010;78.662103
Gotland;Invånare 0-64 år, andel (%);2011;77.924548
Gotland;Kostnad ekonomiskt bistånd, kr/inv;2000;1216.909427
Gotland;Kostnad ekonomiskt bistånd, kr/inv;2001;1113.978611
Gotland;Kostnad ekonomiskt bistånd, kr/inv;2002;995.58129
Gotland;Kostnad ekonomiskt bistånd, kr/inv;2003;1001.014165
Gotland;Kostnad ekonomiskt bistånd, kr/inv;2004;1093.023708
Gotland;Kostnad ekonomiskt bistånd, kr/inv;2005;1121.878305
Gotland;Kostnad ekonomiskt bistånd, kr/inv;2006;1055.779535
Gotland;Kostnad ekonomiskt bistånd, kr/inv;2007;1013.059767
Gotland;Kostnad ekonomiskt bistånd, kr/inv;2008;899.831591
Gotland;Kostnad ekonomiskt bistånd, kr/inv;2009;986.525926
Gotland;Kostnad ekonomiskt bistånd, kr/inv;2010;1073.320645
Gotland;Kostnad ekonomiskt bistånd, kr/inv;2011;1128.812731
Gotland;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2000;1480.999936
Gotland;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2001;1356
Gotland;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2002;1213.000042
Gotland;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2003;1221.000021
Gotland;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2004;1336.999936
Gotland;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2005;1378.000128
Gotland;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2006;1301.708556
Gotland;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2007;1257.917962
Gotland;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2008;1126.449403
Gotland;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2009;1242.789838
Gotland;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2010;1364.4698
Gotland;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2011;1448.597084
Gotland;Nettokostnad äldreomsorg, kr/inv;2000;7544.14426
Gotland;Nettokostnad äldreomsorg, kr/inv;2001;8723
Gotland;Nettokostnad äldreomsorg, kr/inv;2002;7865
Gotland;Nettokostnad äldreomsorg, kr/inv;2003;8520
Gotland;Nettokostnad äldreomsorg, kr/inv;2004;8319.07
Gotland;Nettokostnad äldreomsorg, kr/inv;2005;7876.51
Gotland;Nettokostnad äldreomsorg, kr/inv;2006;7822.92
Gotland;Nettokostnad äldreomsorg, kr/inv;2007;7946.325409
Gotland;Nettokostnad äldreomsorg, kr/inv;2008;8767.104063
Gotland;Nettokostnad äldreomsorg, kr/inv;2009;8960.067108
Gotland;Nettokostnad äldreomsorg, kr/inv;2010;9498.227662
Gotland;Nettokostnad äldreomsorg, kr/inv;2011;10235.09807
Gotland;U. Invånare 18-64 år med låg inkomst, andel (%);2009;21.87057429
Gotland;U. Invånare 18-64 år med låg inkomst, andel (%);2010;21.8
Grums;Arbetslöshet, (%);2000;9.309986
Grums;Arbetslöshet, (%);2001;8.330398
Grums;Arbetslöshet, (%);2002;6.418071
Grums;Arbetslöshet, (%);2003;5.169276
Grums;Arbetslöshet, (%);2004;6.099982
Grums;Arbetslöshet, (%);2005;6.727664
Grums;Arbetslöshet, (%);2006;5.558563
Grums;Arbetslöshet, (%);2007;4.962734
Grums;Arbetslöshet, (%);2008;5.168006
Grums;Arbetslöshet, (%);2009;8.402128
Grums;Arbetslöshet, (%);2010;10.629188
Grums;Arbetslöshet, (%);2011;8.449656
Grums;Arbetslöshet, (%);2012;9.438969
Grums;Invånare 0-64 år, andel (%);2000;81.153806
Grums;Invånare 0-64 år, andel (%);2001;80.696539
Grums;Invånare 0-64 år, andel (%);2002;80.42311
Grums;Invånare 0-64 år, andel (%);2003;80.339055
Grums;Invånare 0-64 år, andel (%);2004;80.229226
Grums;Invånare 0-64 år, andel (%);2005;79.783163
Grums;Invånare 0-64 år, andel (%);2006;79.500643
Grums;Invånare 0-64 år, andel (%);2007;79.165771
Grums;Invånare 0-64 år, andel (%);2008;78.745946
Grums;Invånare 0-64 år, andel (%);2009;77.936994
Grums;Invånare 0-64 år, andel (%);2010;77.340227
Grums;Invånare 0-64 år, andel (%);2011;76.289231
Grums;Kostnad ekonomiskt bistånd, kr/inv;2000;788.814993
Grums;Kostnad ekonomiskt bistånd, kr/inv;2001;738.373328
Grums;Kostnad ekonomiskt bistånd, kr/inv;2002;733.458763
Grums;Kostnad ekonomiskt bistånd, kr/inv;2003;678.865018
Grums;Kostnad ekonomiskt bistånd, kr/inv;2004;795.071633
Grums;Kostnad ekonomiskt bistånd, kr/inv;2005;726.824617
Grums;Kostnad ekonomiskt bistånd, kr/inv;2006;626.446635
Grums;Kostnad ekonomiskt bistånd, kr/inv;2007;675.876156
Grums;Kostnad ekonomiskt bistånd, kr/inv;2008;966.702703
Grums;Kostnad ekonomiskt bistånd, kr/inv;2009;1264.056005
Grums;Kostnad ekonomiskt bistånd, kr/inv;2010;1153.99846
Grums;Kostnad ekonomiskt bistånd, kr/inv;2011;1238.660308
Grums;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2000;972
Grums;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2001;915
Grums;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2002;912
Grums;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2003;845
Grums;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2004;991
Grums;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2005;911
Grums;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2006;787.976816
Grums;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2007;853.747963
Grums;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2008;1227.622186
Grums;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2009;1621.894737
Grums;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2010;1492.106386
Grums;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2011;1623.637157
Grums;Nettokostnad äldreomsorg, kr/inv;2001;9273
Grums;Nettokostnad äldreomsorg, kr/inv;2003;8571
Grums;Nettokostnad äldreomsorg, kr/inv;2004;8505.04
Grums;Nettokostnad äldreomsorg, kr/inv;2005;8605.65
Grums;Nettokostnad äldreomsorg, kr/inv;2006;9199.64
Grums;Nettokostnad äldreomsorg, kr/inv;2007;9262.201677
Grums;Nettokostnad äldreomsorg, kr/inv;2008;9443.675676
Grums;Nettokostnad äldreomsorg, kr/inv;2009;9486.436228
Grums;Nettokostnad äldreomsorg, kr/inv;2010;10221.09779
Grums;Nettokostnad äldreomsorg, kr/inv;2011;10725.40756
Grums;U. Invånare 18-64 år med låg inkomst, andel (%);2009;22.76619509
Grums;U. Invånare 18-64 år med låg inkomst, andel (%);2010;23.5
Grums;U. Kostnad försörjningsstöd, kr/utredning;2009;3607
Grums;U. Kostnad försörjningsstöd, kr/utredning;2011;5943
Grums;U. Kostnad försörjningsstöd, kr/utredning;2012;6792
Grästorp;Arbetslöshet, (%);2000;4.219911
Grästorp;Arbetslöshet, (%);2001;4.045211
Grästorp;Arbetslöshet, (%);2002;3.82109
Grästorp;Arbetslöshet, (%);2003;3.563015
Grästorp;Arbetslöshet, (%);2004;3.807556
Grästorp;Arbetslöshet, (%);2005;4.340124
Grästorp;Arbetslöshet, (%);2006;4.678709
Grästorp;Arbetslöshet, (%);2007;3.647505
Grästorp;Arbetslöshet, (%);2008;3.00204
Grästorp;Arbetslöshet, (%);2009;6.045561
Grästorp;Arbetslöshet, (%);2010;8.510638
Grästorp;Arbetslöshet, (%);2011;6.553041
Grästorp;Arbetslöshet, (%);2012;9.088191
Grästorp;Invånare 0-64 år, andel (%);2000;80.705604
Grästorp;Invånare 0-64 år, andel (%);2001;80.813559
Grästorp;Invånare 0-64 år, andel (%);2002;81.19015
Grästorp;Invånare 0-64 år, andel (%);2003;80.891174
Grästorp;Invånare 0-64 år, andel (%);2004;80.63514
Grästorp;Invånare 0-64 år, andel (%);2005;80.388754
Grästorp;Invånare 0-64 år, andel (%);2006;80.650714
Grästorp;Invånare 0-64 år, andel (%);2007;80.60367
Grästorp;Invånare 0-64 år, andel (%);2008;80.242694
Grästorp;Invånare 0-64 år, andel (%);2009;79.870241
Grästorp;Invånare 0-64 år, andel (%);2010;79.328255
Grästorp;Invånare 0-64 år, andel (%);2011;78.639408
Grästorp;Kostnad ekonomiskt bistånd, kr/inv;2000;607.713201
Grästorp;Kostnad ekonomiskt bistånd, kr/inv;2001;438.817627
Grästorp;Kostnad ekonomiskt bistånd, kr/inv;2002;379.969904
Grästorp;Kostnad ekonomiskt bistånd, kr/inv;2003;380.997429
Grästorp;Kostnad ekonomiskt bistånd, kr/inv;2004;374.9534
Grästorp;Kostnad ekonomiskt bistånd, kr/inv;2005;357.729955
Grästorp;Kostnad ekonomiskt bistånd, kr/inv;2006;347.219831
Grästorp;Kostnad ekonomiskt bistånd, kr/inv;2007;324.129652
Grästorp;Kostnad ekonomiskt bistånd, kr/inv;2008;339.258246
Grästorp;Kostnad ekonomiskt bistånd, kr/inv;2009;411.814922
Grästorp;Kostnad ekonomiskt bistånd, kr/inv;2010;377.770083
Grästorp;Kostnad ekonomiskt bistånd, kr/inv;2011;367.28939
Grästorp;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2000;753
Grästorp;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2001;543
Grästorp;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2002;468
Grästorp;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2003;471
Grästorp;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2004;465
Grästorp;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2005;445
Grästorp;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2006;430.522946
Grästorp;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2007;402.12766
Grästorp;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2008;422.790202
Grästorp;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2009;515.604959
Grästorp;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2010;476.211261
Grästorp;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2011;467.055132
Grästorp;Nettokostnad äldreomsorg, kr/inv;2000;10242.81583
Grästorp;Nettokostnad äldreomsorg, kr/inv;2001;11148
Grästorp;Nettokostnad äldreomsorg, kr/inv;2002;9550
Grästorp;Nettokostnad äldreomsorg, kr/inv;2003;10754
Grästorp;Nettokostnad äldreomsorg, kr/inv;2004;10582.34
Grästorp;Nettokostnad äldreomsorg, kr/inv;2005;10290.52
Grästorp;Nettokostnad äldreomsorg, kr/inv;2006;11692.37
Grästorp;Nettokostnad äldreomsorg, kr/inv;2007;11740.01029
Grästorp;Nettokostnad äldreomsorg, kr/inv;2008;12146.12887
Grästorp;Nettokostnad äldreomsorg, kr/inv;2009;11529.79341
Grästorp;Nettokostnad äldreomsorg, kr/inv;2010;11968.14404
Grästorp;Nettokostnad äldreomsorg, kr/inv;2011;11773.88086
Grästorp;U. Invånare 18-64 år med låg inkomst, andel (%);2009;20.54794521
Grästorp;U. Invånare 18-64 år med låg inkomst, andel (%);2010;19
Gullspång;Arbetslöshet, (%);2000;8.079905
Gullspång;Arbetslöshet, (%);2001;6.43609
Gullspång;Arbetslöshet, (%);2002;5.595886
Gullspång;Arbetslöshet, (%);2003;5.616606
Gullspång;Arbetslöshet, (%);2004;6.946144
Gullspång;Arbetslöshet, (%);2005;7.775713
Gullspång;Arbetslöshet, (%);2006;6.734947
Gullspång;Arbetslöshet, (%);2007;5.14752
Gullspång;Arbetslöshet, (%);2008;4.76495
Gullspång;Arbetslöshet, (%);2009;7.339744
Gullspång;Arbetslöshet, (%);2010;10.435631
Gullspång;Arbetslöshet, (%);2011;9.76805
Gullspång;Arbetslöshet, (%);2012;10.416667
Gullspång;Invånare 0-64 år, andel (%);2000;78.599222
Gullspång;Invånare 0-64 år, andel (%);2001;78.895329
Gullspång;Invånare 0-64 år, andel (%);2002;79.236774
Gullspång;Invånare 0-64 år, andel (%);2003;78.553964
Gullspång;Invånare 0-64 år, andel (%);2004;78.064744
Gullspång;Invånare 0-64 år, andel (%);2005;77.658624
Gullspång;Invånare 0-64 år, andel (%);2006;76.825282
Gullspång;Invånare 0-64 år, andel (%);2007;76.552995
Gullspång;Invånare 0-64 år, andel (%);2008;75.777323
Gullspång;Invånare 0-64 år, andel (%);2009;74.714152
Gullspång;Invånare 0-64 år, andel (%);2010;73.993574
Gullspång;Invånare 0-64 år, andel (%);2011;72.957532
Gullspång;Kostnad ekonomiskt bistånd, kr/inv;2001;718.736447
Gullspång;Kostnad ekonomiskt bistånd, kr/inv;2002;678.266782
Gullspång;Kostnad ekonomiskt bistånd, kr/inv;2003;619.790779
Gullspång;Kostnad ekonomiskt bistånd, kr/inv;2004;671.356802
Gullspång;Kostnad ekonomiskt bistånd, kr/inv;2005;653.109026
Gullspång;Kostnad ekonomiskt bistånd, kr/inv;2006;610.424991
Gullspång;Kostnad ekonomiskt bistånd, kr/inv;2007;663.59447
Gullspång;Kostnad ekonomiskt bistånd, kr/inv;2008;736.734314
Gullspång;Kostnad ekonomiskt bistånd, kr/inv;2009;833.739456
Gullspång;Kostnad ekonomiskt bistånd, kr/inv;2010;884.709885
Gullspång;Kostnad ekonomiskt bistånd, kr/inv;2011;843.267949
Gullspång;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2001;911
Gullspång;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2002;856
Gullspång;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2003;789
Gullspång;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2004;860
Gullspång;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2005;841
Gullspång;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2006;794.562648
Gullspång;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2007;866.843246
Gullspång;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2008;972.235872
Gullspång;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2009;1115.90567
Gullspång;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2010;1195.657727
Gullspång;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2011;1155.833986
Gullspång;Nettokostnad äldreomsorg, kr/inv;2001;11292
Gullspång;Nettokostnad äldreomsorg, kr/inv;2002;11163
Gullspång;Nettokostnad äldreomsorg, kr/inv;2003;11273
Gullspång;Nettokostnad äldreomsorg, kr/inv;2004;11024.32
Gullspång;Nettokostnad äldreomsorg, kr/inv;2005;10731.19
Gullspång;Nettokostnad äldreomsorg, kr/inv;2006;10453.14
Gullspång;Nettokostnad äldreomsorg, kr/inv;2007;11738.24885
Gullspång;Nettokostnad äldreomsorg, kr/inv;2008;13207.96872
Gullspång;Nettokostnad äldreomsorg, kr/inv;2009;12273.47704
Gullspång;Nettokostnad äldreomsorg, kr/inv;2010;12851.63485
Gullspång;Nettokostnad äldreomsorg, kr/inv;2011;11757.56999
Gullspång;U. Invånare 18-64 år med låg inkomst, andel (%);2009;24.93498049
Gullspång;U. Invånare 18-64 år med låg inkomst, andel (%);2010;25.3
Gällivare;Arbetslöshet, (%);2000;11.50414
Gällivare;Arbetslöshet, (%);2001;8.913349
Gällivare;Arbetslöshet, (%);2002;9.29838
Gällivare;Arbetslöshet, (%);2003;8.863381
Gällivare;Arbetslöshet, (%);2004;8.787269
Gällivare;Arbetslöshet, (%);2005;8.410311
Gällivare;Arbetslöshet, (%);2006;8.443855
Gällivare;Arbetslöshet, (%);2007;6.899307
Gällivare;Arbetslöshet, (%);2008;5.398207
Gällivare;Arbetslöshet, (%);2009;7.401448
Gällivare;Arbetslöshet, (%);2010;7.182769
Gällivare;Arbetslöshet, (%);2011;6.068816
Gällivare;Arbetslöshet, (%);2012;7.347311
Gällivare;Invånare 0-64 år, andel (%);2000;81.369466
Gällivare;Invånare 0-64 år, andel (%);2001;80.762195
Gällivare;Invånare 0-64 år, andel (%);2002;80.226571
Gällivare;Invånare 0-64 år, andel (%);2003;79.746507
Gällivare;Invånare 0-64 år, andel (%);2004;79.410539
Gällivare;Invånare 0-64 år, andel (%);2005;79.048068
Gällivare;Invånare 0-64 år, andel (%);2006;78.669761
Gällivare;Invånare 0-64 år, andel (%);2007;78.441145
Gällivare;Invånare 0-64 år, andel (%);2008;77.982142
Gällivare;Invånare 0-64 år, andel (%);2009;77.504991
Gällivare;Invånare 0-64 år, andel (%);2010;77.096336
Gällivare;Invånare 0-64 år, andel (%);2011;76.541526
Gällivare;Kostnad ekonomiskt bistånd, kr/inv;2000;832.409542
Gällivare;Kostnad ekonomiskt bistånd, kr/inv;2001;580.680386
Gällivare;Kostnad ekonomiskt bistånd, kr/inv;2002;630.580844
Gällivare;Kostnad ekonomiskt bistånd, kr/inv;2003;643.554101
Gällivare;Kostnad ekonomiskt bistånd, kr/inv;2004;661.489794
Gällivare;Kostnad ekonomiskt bistånd, kr/inv;2005;726.451748
Gällivare;Kostnad ekonomiskt bistånd, kr/inv;2006;684.477029
Gällivare;Kostnad ekonomiskt bistånd, kr/inv;2007;707.370095
Gällivare;Kostnad ekonomiskt bistånd, kr/inv;2008;712.719885
Gällivare;Kostnad ekonomiskt bistånd, kr/inv;2009;895.753521
Gällivare;Kostnad ekonomiskt bistånd, kr/inv;2010;836.743555
Gällivare;Kostnad ekonomiskt bistånd, kr/inv;2011;791.552985
Gällivare;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2000;1022.999877
Gällivare;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2001;719.000252
Gällivare;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2002;786
Gällivare;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2003;806.999739
Gällivare;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2004;833
Gällivare;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2005;919
Gällivare;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2006;870.063694
Gällivare;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2007;901.784507
Gällivare;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2008;913.952691
Gällivare;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2009;1155.736564
Gällivare;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2010;1085.32207
Gällivare;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2011;1034.148428
Gällivare;Nettokostnad äldreomsorg, kr/inv;2000;10663.18586
Gällivare;Nettokostnad äldreomsorg, kr/inv;2001;11860
Gällivare;Nettokostnad äldreomsorg, kr/inv;2002;9889
Gällivare;Nettokostnad äldreomsorg, kr/inv;2003;11567
Gällivare;Nettokostnad äldreomsorg, kr/inv;2004;11277.21
Gällivare;Nettokostnad äldreomsorg, kr/inv;2005;11854.75
Gällivare;Nettokostnad äldreomsorg, kr/inv;2006;12368.85
Gällivare;Nettokostnad äldreomsorg, kr/inv;2007;13676.6702
Gällivare;Nettokostnad äldreomsorg, kr/inv;2008;13311.01962
Gällivare;Nettokostnad äldreomsorg, kr/inv;2009;13010.03615
Gällivare;Nettokostnad äldreomsorg, kr/inv;2010;14011.23474
Gällivare;Nettokostnad äldreomsorg, kr/inv;2011;14767.87079
Gällivare;U. Invånare 18-64 år med låg inkomst, andel (%);2009;13.08579668
Gällivare;U. Invånare 18-64 år med låg inkomst, andel (%);2010;12.3
Gävle;Arbetslöshet, (%);2000;9.313918
Gävle;Arbetslöshet, (%);2001;8.037064
Gävle;Arbetslöshet, (%);2002;7.983446
Gävle;Arbetslöshet, (%);2003;8.580619
Gävle;Arbetslöshet, (%);2004;9.819181
Gävle;Arbetslöshet, (%);2005;9.827915
Gävle;Arbetslöshet, (%);2006;9.151606
Gävle;Arbetslöshet, (%);2007;7.185232
Gävle;Arbetslöshet, (%);2008;5.884808
Gävle;Arbetslöshet, (%);2009;8.646299
Gävle;Arbetslöshet, (%);2010;10.906069
Gävle;Arbetslöshet, (%);2011;10.694302
Gävle;Arbetslöshet, (%);2012;11.397504
Gävle;Invånare 0-64 år, andel (%);2000;82.762117
Gävle;Invånare 0-64 år, andel (%);2001;82.78693
Gävle;Invånare 0-64 år, andel (%);2002;82.769841
Gävle;Invånare 0-64 år, andel (%);2003;82.736284
Gävle;Invånare 0-64 år, andel (%);2004;82.632682
Gävle;Invånare 0-64 år, andel (%);2005;82.577951
Gävle;Invånare 0-64 år, andel (%);2006;82.375346
Gävle;Invånare 0-64 år, andel (%);2007;82.225052
Gävle;Invånare 0-64 år, andel (%);2008;82.051995
Gävle;Invånare 0-64 år, andel (%);2009;81.734356
Gävle;Invånare 0-64 år, andel (%);2010;81.312924
Gävle;Invånare 0-64 år, andel (%);2011;80.860963
Gävle;Kostnad ekonomiskt bistånd, kr/inv;2000;1408.611227
Gävle;Kostnad ekonomiskt bistånd, kr/inv;2001;1116.795458
Gävle;Kostnad ekonomiskt bistånd, kr/inv;2002;989.099544
Gävle;Kostnad ekonomiskt bistånd, kr/inv;2003;1183.128864
Gävle;Kostnad ekonomiskt bistånd, kr/inv;2004;1263.453916
Gävle;Kostnad ekonomiskt bistånd, kr/inv;2005;1232.063337
Gävle;Kostnad ekonomiskt bistånd, kr/inv;2006;1197.022161
Gävle;Kostnad ekonomiskt bistånd, kr/inv;2007;1026.8124
Gävle;Kostnad ekonomiskt bistånd, kr/inv;2008;1087.499599
Gävle;Kostnad ekonomiskt bistånd, kr/inv;2009;1169.037222
Gävle;Kostnad ekonomiskt bistånd, kr/inv;2010;1327.284204
Gävle;Kostnad ekonomiskt bistånd, kr/inv;2011;1581.003479
Gävle;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2000;1702
Gävle;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2001;1348.999722
Gävle;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2002;1194.999934
Gävle;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2003;1430
Gävle;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2004;1529.00025
Gävle;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2005;1492.000368
Gävle;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2006;1453.131568
Gävle;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2007;1248.78292
Gävle;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2008;1325.37862
Gävle;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2009;1430.288649
Gävle;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2010;1632.31641
Gävle;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2011;1955.212275
Gävle;Nettokostnad äldreomsorg, kr/inv;2000;7137.862688
Gävle;Nettokostnad äldreomsorg, kr/inv;2001;7438
Gävle;Nettokostnad äldreomsorg, kr/inv;2002;7096
Gävle;Nettokostnad äldreomsorg, kr/inv;2003;7485
Gävle;Nettokostnad äldreomsorg, kr/inv;2004;7339.31
Gävle;Nettokostnad äldreomsorg, kr/inv;2005;7730.29
Gävle;Nettokostnad äldreomsorg, kr/inv;2006;7622.99
Gävle;Nettokostnad äldreomsorg, kr/inv;2007;7569.890269
Gävle;Nettokostnad äldreomsorg, kr/inv;2008;9276.754109
Gävle;Nettokostnad äldreomsorg, kr/inv;2009;9729.322113
Gävle;Nettokostnad äldreomsorg, kr/inv;2010;10392.13087
Gävle;Nettokostnad äldreomsorg, kr/inv;2011;8706.826089
Gävle;U. Invånare 18-64 år med låg inkomst, andel (%);2009;19.01922484
